很,2
非常,3
极,2
十分,2
最,3
顶,3
太,3
更,2
挺,2
极其,3
格外,2
分外,2
更加,2
越,2
越发,2
有点儿,0.5
稍,0.8
稍微,0.8
略微,0.5
几乎,0.5
过于,2
尤其,2
